Superficie,Tipo,Operación,Provincia,Precio Venta,Fecha Venta
76,Casa,Venta,Tarragona,741228,2004-12-28
47,Oficina,Alquiler,Barcelona,262777,2004-12-22
119,Oficina,Alquiler,Barcelona,720902,2005-06-23
174,Industrial,Venta,Girona,1313526,2005-01-16
108,Casa,Venta,Girona,638064,2004-10-24
123,Piso,Alquiler,Barcelona,682773,2005-01-30
42,Suelo,Alquiler,Lleida,279342,2005-01-24
105,Parking,Venta,Barcelona,740355,2004-12-08
223,Casa,Venta,Lleida,1293400,2005-03-03
270,Suelo,Alquiler,Girona,1429380,2005-03-25
159,Piso,Alquiler,Barcelona,1536576,2005-06-24
280,Parking,Venta,Lleida,1249360,2005-01-09
162,Parking,Venta,Girona,1594404,2005-03-07
231,Industrial,Alquiler,Barcelona,935781,2004-11-13
231,Casa,Alquiler,Lleida,2273040,2005-02-04
206,Industrial,Alquiler,Lleida,1414602,2005-06-14
86,Local,Venta,Lleida,446856,2005-06-12
112,Industrial,Alquiler,Barcelona,712768,2005-06-14
182,Local,Alquiler,Lleida,999726,2005-02-20
72,Parking,Venta,Tarragona,606024,2005-04-12
62,Oficina,Venta,Girona,410316,2004-12-27
280,Industrial,Alquiler,Lleida,1730680,2005-05-07
197,Casa,Venta,Girona,1292123,2005-06-30
117,Local,Alquiler,Girona,1031121,2005-04-30
279,Industrial,Alquiler,Girona,2161134,2005-03-09
111,Parking,Alquiler,Barcelona,761793,2005-07-11
87,Parking,Alquiler,Tarragona,565587,2005-01-25
62,Casa,Alquiler,Girona,251596,2005-06-20
182,Oficina,Venta,Barcelona,1514968,2004-10-24
101,Industrial,Venta,Tarragona,564186,2005-01-21
79,Oficina,Venta,Tarragona,694331,2005-03-10
82,Local,Venta,Lleida,419348,2005-03-12
65,Industrial,Venta,Lleida,628095,2005-03-08
200,Casa,Alquiler,Girona,1000000,2004-12-13
286,Parking,Venta,Barcelona,2330042,2004-10-21
237,Local,Venta,Girona,1403988,2005-06-27
275,Casa,Alquiler,Lleida,1711325,2005-04-27
237,Piso,Alquiler,Girona,2215002,2004-10-31
125,Local,Venta,Barcelona,804625,2005-06-26
209,Oficina,Venta,Barcelona,1568754,2004-12-15
141,Parking,Venta,Barcelona,867009,2004-11-21
138,Piso,Venta,Girona,1289748,2004-12-25
57,Suelo,Venta,Lleida,567492,2005-02-08
198,Piso,Alquiler,Girona,1916442,2005-04-14
246,Piso,Alquiler,Girona,1875012,2005-03-08
188,Local,Alquiler,Tarragona,1590104,2004-10-26
285,Industrial,Alquiler,Tarragona,1412175,2004-12-01
53,Parking,Alquiler,Lleida,280741,2005-07-01
161,Piso,Alquiler,Girona,960526,2005-06-21
237,Piso,Venta,Barcelona,1272216,2005-04-27
112,Casa,Alquiler,Lleida,513968,2005-04-30
147,Suelo,Venta,Barcelona,917868,2004-11-15
266,Local,Alquiler,Girona,1881950,2005-01-15
98,Local,Venta,Barcelona,469910,2005-01-08
153,Local,Venta,Lleida,639999,2005-05-11
167,Local,Alquiler,Tarragona,700398,2005-03-07
79,Suelo,Alquiler,Lleida,659808,2005-01-23
44,Industrial,Alquiler,Tarragona,322036,2004-12-20
235,Local,Alquiler,Tarragona,1897155,2005-07-01
243,Parking,Venta,Tarragona,1038825,2004-12-14
58,Local,Alquiler,Lleida,251430,2005-05-30
280,Parking,Alquiler,Barcelona,1877400,2005-04-21
54,Casa,Venta,Barcelona,435348,2005-02-20
154,Oficina,Venta,Barcelona,889658,2005-06-22
221,Oficina,Venta,Girona,1571973,2004-12-25
148,Industrial,Venta,Girona,811780,2005-04-17
226,Parking,Venta,Tarragona,1634884,2005-07-20
230,Casa,Venta,Tarragona,1742020,2004-11-16
290,Industrial,Venta,Lleida,2584480,2004-11-22
297,Local,Venta,Tarragona,1767744,2005-03-23
257,Casa,Alquiler,Girona,1077601,2005-02-07
161,Parking,Alquiler,Girona,1050203,2005-02-04
77,Oficina,Alquiler,Lleida,613921,2005-03-23
184,Piso,Alquiler,Barcelona,1286344,2005-07-02
56,Local,Alquiler,Tarragona,469168,2005-03-08
138,Oficina,Venta,Tarragona,1372686,2005-06-17
95,Suelo,Venta,Tarragona,627570,2005-03-16
46,Suelo,Alquiler,Girona,435712,2005-03-31
145,Parking,Alquiler,Girona,999630,2005-05-01
213,Suelo,Venta,Tarragona,1234974,2005-06-23
171,Industrial,Alquiler,Tarragona,1148436,2005-06-29
262,Industrial,Venta,Barcelona,1343798,2005-04-15
62,Parking,Venta,Lleida,358360,2005-07-23
71,Casa,Venta,Lleida,323760,2005-03-15
94,Casa,Venta,Lleida,735456,2005-05-02
76,Local,Alquiler,Lleida,738568,2005-03-22
289,Oficina,Alquiler,Barcelona,1275646,2005-01-29
147,Casa,Alquiler,Girona,919632,2005-06-23
227,Industrial,Venta,Girona,1218763,2005-07-27
174,Casa,Alquiler,Barcelona,1408182,2005-05-23
149,Local,Alquiler,Lleida,704323,2005-08-03
212,Piso,Alquiler,Lleida,1817264,2005-06-25
45,Parking,Alquiler,Lleida,360765,2005-03-05
49,Parking,Venta,Barcelona,418019,2005-02-22
210,Suelo,Venta,Lleida,1117620,2005-05-12
287,Suelo,Venta,Lleida,1790880,2004-11-18
127,Local,Venta,Barcelona,1058545,2005-01-23
294,Casa,Venta,Barcelona,2658936,2005-06-21
92,Casa,Alquiler,Girona,879244,2005-05-06
225,Industrial,Venta,Barcelona,1879200,2004-11-19
241,Casa,Alquiler,Barcelona,1085705,2005-01-28
283,Local,Venta,Lleida,1992320,2005-04-07
231,Piso,Alquiler,Barcelona,1237929,2005-04-13
172,Piso,Venta,Lleida,1283980,2005-01-27
78,Oficina,Alquiler,Lleida,391560,2005-01-20
93,Suelo,Alquiler,Barcelona,705963,2005-03-30
58,Suelo,Alquiler,Barcelona,406290,2005-07-04
223,Industrial,Venta,Tarragona,2171128,2005-03-23
123,Piso,Venta,Barcelona,1116348,2005-06-29
72,Local,Venta,Tarragona,577656,2005-07-30
154,Industrial,Venta,Tarragona,1122352,2005-05-11
222,Industrial,Alquiler,Girona,2171826,2005-01-12
263,Piso,Alquiler,Tarragona,2061131,2005-07-28
86,Parking,Alquiler,Lleida,494758,2005-03-04
212,Casa,Alquiler,Tarragona,1360828,2005-04-24
249,Piso,Venta,Girona,1427019,2004-12-04
170,Parking,Alquiler,Girona,1567060,2005-02-19
272,Parking,Alquiler,Barcelona,1972816,2005-08-14
201,Piso,Venta,Girona,1816437,2005-05-10
167,Parking,Alquiler,Girona,1191044,2005-01-11
283,Piso,Alquiler,Tarragona,2576432,2005-05-13
197,Local,Alquiler,Girona,981651,2005-01-17
181,Piso,Alquiler,Tarragona,1161477,2005-05-07
95,Parking,Alquiler,Barcelona,938030,2005-06-03
116,Casa,Venta,Tarragona,915704,2005-01-27
277,Piso,Alquiler,Girona,2646181,2005-07-04
182,Industrial,Alquiler,Tarragona,1243060,2005-07-16
249,Oficina,Venta,Girona,2306238,2005-03-02
119,Industrial,Venta,Girona,711382,2005-08-01
255,Industrial,Alquiler,Lleida,2338095,2005-08-10
164,Industrial,Alquiler,Tarragona,1162104,2005-05-10
227,Industrial,Venta,Tarragona,1917696,2005-02-22
168,Parking,Alquiler,Lleida,1192800,2005-07-14
67,Piso,Venta,Barcelona,346256,2005-05-18
267,Oficina,Venta,Girona,1153173,2005-03-28
46,Piso,Alquiler,Lleida,386354,2005-05-04
80,Parking,Venta,Lleida,777360,2005-04-21
207,Piso,Venta,Girona,1015956,2005-06-17
259,Oficina,Alquiler,Girona,1080548,2004-12-31
147,Piso,Venta,Tarragona,730149,2004-12-25
207,Oficina,Alquiler,Girona,1953873,2005-06-10
293,Oficina,Venta,Girona,2787016,2005-03-23
252,Oficina,Venta,Tarragona,1773072,2005-04-01
284,Casa,Venta,Lleida,1589832,2005-02-28
286,Parking,Venta,Tarragona,1442870,2005-08-09
72,Casa,Alquiler,Barcelona,500400,2005-01-22
176,Piso,Venta,Tarragona,1003552,2005-08-05
278,Local,Venta,Girona,1730550,2004-12-09
254,Parking,Alquiler,Girona,1963166,2005-07-27
47,Local,Alquiler,Barcelona,463843,2005-02-19
252,Local,Alquiler,Girona,2057832,2005-03-14
163,Local,Alquiler,Girona,1520627,2005-04-20
271,Suelo,Venta,Lleida,1457980,2005-05-09
116,Oficina,Venta,Barcelona,651920,2005-05-09
195,Parking,Venta,Barcelona,1513005,2005-01-21
290,Parking,Venta,Tarragona,1747830,2005-01-14
289,Industrial,Venta,Barcelona,2188597,2005-04-27
235,Suelo,Alquiler,Barcelona,1277930,2005-04-07
186,Local,Alquiler,Tarragona,1225926,2005-05-16
67,Industrial,Venta,Barcelona,479318,2005-04-03
152,Parking,Venta,Girona,1392168,2005-08-04
62,Oficina,Alquiler,Barcelona,329716,2005-05-10
47,Casa,Venta,Girona,311563,2004-12-27
54,Industrial,Alquiler,Tarragona,227178,2005-01-24
225,Industrial,Venta,Barcelona,1239300,2005-01-29
113,Suelo,Venta,Tarragona,1074969,2005-04-16
249,Piso,Alquiler,Tarragona,1029864,2005-05-06
284,Industrial,Alquiler,Tarragona,1166104,2005-04-08
274,Oficina,Venta,Lleida,1577692,2005-05-11
121,Piso,Alquiler,Lleida,1049433,2005-06-07
247,Parking,Venta,Tarragona,2285244,2005-03-07
97,Piso,Venta,Girona,662316,2005-04-27
57,Suelo,Alquiler,Tarragona,330771,2005-01-05
240,Piso,Alquiler,Lleida,1214880,2005-04-09
163,Suelo,Venta,Lleida,688838,2004-12-13
64,Parking,Venta,Girona,622144,2005-07-05
81,Parking,Alquiler,Tarragona,723492,2005-07-10
118,Casa,Alquiler,Girona,827062,2005-03-22
177,Oficina,Venta,Lleida,1022883,2005-04-29
269,Suelo,Venta,Barcelona,1722407,2004-12-21
88,Piso,Alquiler,Lleida,392832,2005-01-28
205,Local,Venta,Lleida,1524585,2005-05-02
256,Suelo,Alquiler,Tarragona,1379328,2005-03-27
163,Local,Alquiler,Barcelona,1570016,2005-08-04
187,Parking,Alquiler,Girona,789140,2005-05-16
73,Suelo,Alquiler,Girona,542974,2005-06-14
299,Local,Alquiler,Girona,1251315,2005-01-20
225,Casa,Venta,Girona,2023200,2004-12-27
295,Piso,Alquiler,Girona,2553225,2005-01-14
160,Casa,Venta,Tarragona,1341120,2005-07-25
278,Piso,Alquiler,Barcelona,2540364,2005-04-12
271,Oficina,Alquiler,Tarragona,1165842,2005-02-10
258,Piso,Alquiler,Girona,1501560,2005-01-05
215,Industrial,Venta,Girona,1713120,2005-05-27
158,Industrial,Venta,Tarragona,1124012,2005-05-03
210,Casa,Alquiler,Tarragona,1181670,2005-07-13
274,Parking,Venta,Lleida,1291636,2005-05-24
289,Casa,Venta,Tarragona,2114035,2004-12-14
244,Parking,Alquiler,Lleida,2280668,2005-07-16
73,Casa,Venta,Barcelona,688463,2005-08-08
235,Casa,Alquiler,Lleida,2135210,2005-05-14
43,Oficina,Alquiler,Lleida,329681,2005-01-19
206,Oficina,Alquiler,Barcelona,1793848,2005-09-03
47,Local,Alquiler,Tarragona,457498,2005-02-23
161,Suelo,Alquiler,Girona,736092,2005-02-26
283,Oficina,Venta,Tarragona,1565839,2005-06-15
226,Casa,Venta,Tarragona,2216608,2005-07-09
44,Industrial,Venta,Tarragona,266596,2005-04-23
86,Industrial,Alquiler,Girona,611546,2005-02-10
54,Casa,Alquiler,Girona,518508,2005-02-16
241,Oficina,Alquiler,Barcelona,2085373,2005-07-07
180,Oficina,Alquiler,Barcelona,901980,2005-02-07
112,Parking,Venta,Girona,1081360,2005-05-03
195,Suelo,Alquiler,Girona,1168440,2004-12-30
139,Suelo,Venta,Barcelona,585746,2005-05-03
197,Casa,Alquiler,Lleida,1905187,2005-09-15
284,Parking,Alquiler,Tarragona,1830664,2005-01-02
109,Casa,Venta,Girona,555246,2005-04-10
117,Suelo,Venta,Tarragona,652743,2004-12-23
164,Oficina,Alquiler,Girona,1225244,2005-08-07
85,Piso,Venta,Lleida,644470,2005-06-22
89,Oficina,Alquiler,Barcelona,588023,2005-06-26
112,Industrial,Venta,Barcelona,840560,2005-06-29
85,Suelo,Alquiler,Lleida,780980,2005-07-20
294,Suelo,Alquiler,Lleida,1201578,2005-01-31
250,Piso,Venta,Barcelona,1527750,2005-02-10
254,Parking,Alquiler,Barcelona,2328418,2005-01-06
126,Parking,Venta,Tarragona,1184274,2005-07-28
218,Suelo,Venta,Barcelona,1330236,2004-12-27
56,Local,Venta,Lleida,542864,2005-09-08
99,Casa,Venta,Barcelona,538065,2005-06-19
83,Suelo,Venta,Lleida,445295,2005-01-30
136,Oficina,Alquiler,Tarragona,761056,2005-04-11
178,Suelo,Alquiler,Barcelona,1355470,2004-12-24
228,Industrial,Alquiler,Girona,2145480,2005-06-21
114,Local,Venta,Lleida,679554,2005-09-16
294,Parking,Alquiler,Girona,1335936,2005-07-14
132,Parking,Venta,Girona,556116,2005-09-11
182,Local,Venta,Barcelona,1509872,2005-08-05
67,Local,Venta,Lleida,399655,2005-08-13
251,Piso,Alquiler,Tarragona,1206557,2005-05-20
235,Oficina,Venta,Tarragona,2202655,2005-04-16
50,Industrial,Alquiler,Tarragona,308850,2005-08-10
42,Industrial,Venta,Barcelona,306726,2005-06-16
272,Piso,Venta,Barcelona,1535168,2005-07-26
117,Piso,Alquiler,Tarragona,823680,2005-01-19
299,Casa,Alquiler,Barcelona,1695330,2005-07-14
50,Local,Venta,Girona,411700,2005-01-05
48,Parking,Venta,Barcelona,371712,2005-08-14
291,Piso,Alquiler,Girona,2411808,2005-02-28
210,Oficina,Alquiler,Girona,1122240,2005-08-27
291,Local,Alquiler,Girona,2354481,2005-01-26
204,Piso,Alquiler,Girona,1044480,2005-04-17
95,Piso,Alquiler,Barcelona,510150,2005-05-07
231,Piso,Venta,Girona,1213212,2005-06-24
159,Casa,Venta,Barcelona,1162131,2005-08-25
185,Oficina,Venta,Lleida,1343840,2005-04-17
44,Industrial,Venta,Girona,223564,2005-09-26
277,Suelo,Venta,Barcelona,1363948,2005-01-02
59,Suelo,Venta,Lleida,484744,2005-05-27
244,Local,Alquiler,Tarragona,2332152,2005-06-05
204,Local,Venta,Lleida,1606500,2005-07-25
76,Parking,Venta,Lleida,411160,2005-02-15
68,Suelo,Alquiler,Tarragona,611796,2005-06-18
228,Local,Alquiler,Barcelona,1554732,2005-08-17
256,Local,Alquiler,Tarragona,1877760,2005-04-14
185,Local,Venta,Tarragona,1607280,2005-03-28
158,Suelo,Alquiler,Lleida,1217390,2005-04-27
74,Suelo,Venta,Girona,299996,2005-09-02
219,Oficina,Alquiler,Girona,1455693,2005-01-28
83,Parking,Alquiler,Tarragona,778706,2005-09-11
228,Casa,Alquiler,Barcelona,1685148,2005-10-05
224,Parking,Venta,Lleida,913248,2005-07-03
279,Casa,Venta,Barcelona,2064879,2005-05-07
92,Casa,Venta,Girona,853852,2005-09-25
251,Piso,Venta,Barcelona,1781849,2005-07-23
108,Piso,Venta,Tarragona,647460,2005-03-10
113,Industrial,Venta,Girona,869196,2005-07-28
292,Piso,Venta,Tarragona,1565120,2005-10-02
88,Piso,Venta,Lleida,507320,2005-09-06
277,Oficina,Venta,Tarragona,1522946,2005-03-09
74,Casa,Alquiler,Tarragona,338476,2005-05-19
110,Casa,Alquiler,Lleida,950290,2005-06-08
255,Oficina,Venta,Barcelona,1442280,2005-05-04
222,Piso,Venta,Girona,1478742,2005-09-24
278,Suelo,Alquiler,Tarragona,2209822,2005-02-27
67,Local,Alquiler,Tarragona,653250,2005-02-19
159,Local,Alquiler,Tarragona,1323198,2005-08-26
114,Suelo,Venta,Lleida,1106028,2005-02-27
163,Local,Alquiler,Tarragona,1115409,2005-03-14
114,Industrial,Venta,Girona,580032,2005-03-28
243,Piso,Alquiler,Barcelona,1469178,2005-02-18
43,Oficina,Venta,Girona,415552,2005-01-16
259,Suelo,Alquiler,Tarragona,1891736,2005-07-18
119,Oficina,Alquiler,Girona,630224,2005-04-09
222,Casa,Venta,Tarragona,1292484,2005-10-01
51,Industrial,Venta,Barcelona,334305,2005-09-25
214,Industrial,Venta,Lleida,1805518,2005-08-30
236,Oficina,Venta,Tarragona,2208252,2005-04-21
138,Casa,Venta,Girona,733470,2005-04-04
192,Oficina,Alquiler,Barcelona,1627200,2005-01-27
182,Industrial,Venta,Tarragona,1690416,2005-09-04
232,Parking,Alquiler,Barcelona,2180104,2005-07-19
158,Suelo,Alquiler,Barcelona,878638,2005-05-05
49,Suelo,Alquiler,Tarragona,244608,2005-04-21
102,Parking,Venta,Barcelona,562632,2005-09-01
206,Piso,Alquiler,Tarragona,1688170,2005-07-17
161,Parking,Venta,Girona,1392006,2005-07-12
259,Industrial,Venta,Tarragona,1628333,2005-08-09
177,Parking,Venta,Lleida,992793,2005-03-20
60,Piso,Alquiler,Girona,484560,2005-08-24
172,Local,Venta,Tarragona,866880,2005-09-01
239,Oficina,Alquiler,Girona,1709567,2005-06-10
149,Industrial,Venta,Tarragona,1391809,2005-08-06
199,Industrial,Alquiler,Barcelona,1278774,2005-04-06
152,Local,Venta,Lleida,1218888,2005-03-04
143,Local,Venta,Lleida,1409551,2005-04-23
115,Parking,Venta,Girona,880900,2005-07-04
87,Casa,Alquiler,Tarragona,574200,2005-05-19
212,Oficina,Alquiler,Lleida,1968632,2005-10-23
73,Casa,Venta,Barcelona,592103,2005-03-21
168,Parking,Venta,Lleida,1276800,2005-07-25
274,Suelo,Venta,Tarragona,2124596,2005-02-21
127,Local,Venta,Girona,1021334,2005-05-21
62,Piso,Alquiler,Girona,583110,2005-02-19
109,Local,Venta,Lleida,1029178,2005-07-13
114,Parking,Alquiler,Girona,1040478,2005-04-29
120,Piso,Venta,Girona,1061160,2005-04-13
109,Suelo,Venta,Barcelona,942196,2005-08-31
175,Casa,Venta,Barcelona,1712725,2005-03-12
121,Local,Alquiler,Tarragona,593021,2005-02-28
280,Industrial,Venta,Tarragona,1485680,2005-10-23
246,Suelo,Alquiler,Tarragona,2214984,2005-09-22
121,Piso,Alquiler,Girona,731929,2005-06-27
223,Oficina,Alquiler,Tarragona,1566129,2005-04-06
120,Casa,Venta,Tarragona,1003320,2005-07-18
159,Piso,Alquiler,Girona,1391091,2005-06-16
157,Casa,Alquiler,Girona,1032118,2005-06-16
237,Casa,Alquiler,Girona,1768020,2005-04-27
246,Piso,Venta,Tarragona,1708716,2005-03-16
299,Piso,Alquiler,Lleida,2430272,2005-03-26
223,Suelo,Venta,Girona,1650200,2005-08-28
247,Industrial,Venta,Barcelona,995657,2005-06-29
238,Industrial,Venta,Girona,2379048,2005-09-08
251,Oficina,Alquiler,Lleida,1821758,2005-06-11
65,Suelo,Venta,Barcelona,397540,2005-05-22
288,Piso,Venta,Lleida,2242656,2005-02-11
96,Piso,Alquiler,Girona,891456,2005-07-28
152,Local,Alquiler,Barcelona,631560,2005-10-28
246,Oficina,Alquiler,Barcelona,2328636,2005-03-10
108,Industrial,Venta,Girona,553608,2005-02-04
110,Parking,Alquiler,Girona,523160,2005-09-11
136,Parking,Venta,Girona,1054544,2005-09-18
82,Suelo,Venta,Tarragona,418692,2005-09-10
127,Suelo,Venta,Tarragona,912114,2005-09-20
183,Parking,Alquiler,Lleida,1082079,2005-09-07
245,Industrial,Venta,Tarragona,1951180,2005-04-06
88,Casa,Alquiler,Tarragona,726352,2005-06-13
185,Piso,Alquiler,Girona,1390460,2005-08-29
295,Industrial,Alquiler,Lleida,2923155,2005-05-06
80,Piso,Venta,Tarragona,458560,2005-02-22
147,Oficina,Alquiler,Girona,1259202,2005-05-03
114,Industrial,Venta,Tarragona,968658,2005-06-29
128,Oficina,Alquiler,Lleida,549120,2005-03-16
145,Industrial,Alquiler,Barcelona,1372135,2005-04-18
147,Oficina,Venta,Lleida,1070307,2005-07-10
272,Parking,Alquiler,Lleida,1542784,2005-06-24
113,Casa,Alquiler,Lleida,645569,2005-06-10
220,Local,Venta,Tarragona,970420,2005-08-28
266,Piso,Venta,Girona,1370964,2005-10-22
125,Piso,Venta,Girona,590875,2005-09-20
151,Casa,Alquiler,Lleida,719213,2005-02-23
133,Piso,Venta,Girona,1191281,2005-06-28
160,Suelo,Alquiler,Barcelona,1356160,2005-11-08
95,Oficina,Alquiler,Lleida,412395,2005-07-31
236,Oficina,Alquiler,Lleida,1420012,2005-10-31
165,Oficina,Venta,Tarragona,1598520,2005-10-11
255,Casa,Venta,Girona,2543625,2005-08-29
226,Casa,Alquiler,Tarragona,2025638,2005-05-04
228,Casa,Venta,Tarragona,1115604,2005-09-21
92,Parking,Alquiler,Lleida,610696,2005-05-04
229,Industrial,Alquiler,Barcelona,1341024,2005-09-12
226,Piso,Alquiler,Tarragona,1340632,2005-09-24
64,Suelo,Alquiler,Lleida,581568,2005-02-15
258,Casa,Venta,Barcelona,2449452,2005-03-14
58,Local,Venta,Barcelona,315810,2005-06-14
136,Casa,Alquiler,Barcelona,1072768,2005-04-02
294,Parking,Alquiler,Girona,1653456,2005-07-18
294,Oficina,Alquiler,Barcelona,2722146,2005-11-05
151,Suelo,Alquiler,Tarragona,1029367,2005-05-05
62,Piso,Venta,Barcelona,455762,2005-07-25
116,Local,Alquiler,Girona,479892,2005-11-11
68,Industrial,Alquiler,Tarragona,500140,2005-10-27
59,Oficina,Alquiler,Barcelona,491706,2005-07-03
134,Parking,Venta,Girona,933444,2005-04-17
127,Industrial,Venta,Tarragona,1204595,2005-04-15
197,Piso,Alquiler,Tarragona,1506853,2005-11-16
135,Local,Alquiler,Barcelona,1036665,2005-11-08
200,Suelo,Alquiler,Lleida,1967400,2005-08-30
250,Suelo,Alquiler,Lleida,1676500,2005-08-30
48,Piso,Venta,Girona,366480,2005-09-19
285,Oficina,Venta,Girona,1869885,2005-08-10
155,Piso,Alquiler,Lleida,1511095,2005-08-20
263,Parking,Venta,Tarragona,1719757,2005-08-28
197,Industrial,Alquiler,Lleida,1662089,2005-06-29
270,Casa,Alquiler,Lleida,1311660,2005-10-11
137,Industrial,Venta,Barcelona,1242042,2005-08-08
163,Suelo,Venta,Tarragona,1273030,2005-06-16
217,Oficina,Venta,Lleida,1238202,2005-05-11
257,Suelo,Venta,Tarragona,1440742,2005-07-09
283,Parking,Alquiler,Girona,2213909,2005-05-10
298,Parking,Alquiler,Lleida,2039512,2005-10-11
298,Suelo,Alquiler,Barcelona,2376550,2005-10-19
151,Suelo,Alquiler,Barcelona,709700,2005-03-16
283,Industrial,Alquiler,Barcelona,1615647,2005-06-06
73,Local,Alquiler,Tarragona,410260,2005-10-29
161,Local,Venta,Tarragona,1604687,2005-03-05
223,Suelo,Venta,Lleida,2053384,2005-11-13
121,Parking,Venta,Lleida,754435,2005-04-23
150,Parking,Alquiler,Tarragona,795000,2005-10-17
228,Casa,Alquiler,Girona,2212740,2005-10-10
164,Oficina,Alquiler,Lleida,1373008,2005-06-09
116,Parking,Alquiler,Girona,573040,2005-11-01
276,Industrial,Alquiler,Girona,1932552,2005-10-20
158,Local,Venta,Barcelona,766774,2005-03-24
216,Industrial,Alquiler,Girona,1962360,2005-05-17
249,Industrial,Venta,Barcelona,1662822,2005-07-11
68,Industrial,Venta,Barcelona,614244,2005-05-11
177,Industrial,Alquiler,Tarragona,1485915,2005-04-29
268,Piso,Venta,Tarragona,1273000,2005-06-16
66,Piso,Alquiler,Girona,558030,2005-12-01
162,Piso,Venta,Tarragona,894888,2005-03-26
243,Piso,Venta,Girona,1447551,2005-09-13
103,Suelo,Venta,Lleida,474624,2005-03-25
237,Piso,Alquiler,Girona,1725597,2005-07-07
206,Parking,Alquiler,Barcelona,1241562,2005-07-27
233,Piso,Venta,Girona,2153852,2005-03-11
65,Oficina,Venta,Barcelona,307255,2005-10-11
142,Industrial,Venta,Barcelona,954808,2005-06-18
240,Casa,Alquiler,Girona,1510320,2005-10-19
68,Parking,Venta,Lleida,330956,2005-09-18
200,Suelo,Venta,Girona,1938400,2005-08-25
80,Piso,Venta,Tarragona,509840,2005-05-21
84,Casa,Alquiler,Tarragona,368760,2005-07-30
227,Local,Alquiler,Tarragona,1071667,2005-05-26
291,Parking,Venta,Tarragona,1872876,2005-05-16
275,Suelo,Venta,Girona,1732500,2005-07-10
96,Parking,Alquiler,Girona,535584,2005-10-22
174,Oficina,Alquiler,Barcelona,1271592,2005-07-13
190,Local,Venta,Lleida,1593720,2005-05-28
185,Suelo,Venta,Girona,1038590,2005-07-15
56,Industrial,Venta,Girona,525616,2005-08-15
213,Piso,Alquiler,Lleida,1994532,2005-04-22
175,Piso,Venta,Girona,722925,2005-03-18
96,Local,Alquiler,Lleida,769824,2005-10-03
272,Piso,Venta,Lleida,2581552,2005-10-22
232,Piso,Alquiler,Girona,1193408,2005-06-07
200,Piso,Venta,Lleida,1145600,2005-09-22
219,Piso,Venta,Girona,1059303,2005-07-27
126,Casa,Alquiler,Lleida,600642,2005-08-20
131,Parking,Alquiler,Lleida,920144,2005-12-10
77,Suelo,Venta,Lleida,409563,2005-07-30
232,Local,Alquiler,Barcelona,1236560,2005-11-20
199,Suelo,Alquiler,Barcelona,1494490,2005-04-04
115,Casa,Venta,Tarragona,659295,2005-10-09
97,Casa,Alquiler,Barcelona,672792,2005-05-23
122,Suelo,Venta,Barcelona,589016,2005-10-04
278,Local,Venta,Girona,2273762,2005-11-30
212,Casa,Alquiler,Barcelona,1588940,2005-08-29
250,Oficina,Alquiler,Barcelona,1127750,2005-04-04
278,Suelo,Alquiler,Lleida,1678286,2005-04-20
270,Piso,Alquiler,Barcelona,2427300,2005-09-06
212,Suelo,Alquiler,Lleida,1753240,2005-05-14
258,Industrial,Venta,Lleida,1894752,2005-08-21
225,Casa,Alquiler,Tarragona,2000475,2005-07-12
81,Piso,Venta,Lleida,528120,2005-07-09
182,Industrial,Venta,Barcelona,1717898,2005-04-24
233,Oficina,Venta,Barcelona,1870757,2005-10-13
281,Piso,Alquiler,Girona,2326118,2005-07-22
201,Industrial,Venta,Tarragona,1911510,2005-06-23
187,Local,Venta,Girona,1346961,2005-12-20
180,Oficina,Venta,Tarragona,1414800,2005-05-29
88,Parking,Alquiler,Girona,690184,2005-05-29
66,Industrial,Alquiler,Girona,448932,2005-09-01
219,Local,Venta,Girona,2101743,2005-07-30
67,Industrial,Venta,Girona,430743,2005-06-06
300,Parking,Venta,Lleida,2707200,2005-10-15
250,Local,Venta,Barcelona,1368750,2005-06-07
292,Piso,Alquiler,Barcelona,2677056,2005-07-22
87,Parking,Venta,Tarragona,638058,2005-07-19
95,Piso,Venta,Lleida,866780,2005-04-15
159,Oficina,Alquiler,Girona,1437360,2005-06-12
215,Suelo,Venta,Lleida,1706240,2005-04-25
86,Oficina,Alquiler,Tarragona,822504,2005-08-17
121,Casa,Venta,Lleida,622787,2005-05-02
222,Piso,Alquiler,Tarragona,1266732,2005-06-23
211,Parking,Venta,Girona,945702,2005-12-04
96,Piso,Alquiler,Barcelona,862848,2005-12-23
173,Oficina,Venta,Tarragona,1008071,2005-07-21
191,Oficina,Venta,Barcelona,1657880,2005-09-06
146,Casa,Venta,Barcelona,1457226,2005-11-05
168,Local,Alquiler,Barcelona,1508472,2005-12-03
142,Parking,Alquiler,Barcelona,1276864,2005-10-24
217,Parking,Venta,Girona,2101862,2005-10-23
269,Local,Alquiler,Barcelona,1360064,2005-08-17
47,Suelo,Venta,Lleida,369984,2005-08-24
201,Industrial,Alquiler,Lleida,1176855,2005-10-07
86,Suelo,Alquiler,Girona,452962,2005-10-24
237,Piso,Alquiler,Tarragona,1177653,2005-11-10
105,Oficina,Venta,Girona,889980,2005-10-16
172,Piso,Alquiler,Barcelona,1615424,2005-11-19
216,Industrial,Alquiler,Tarragona,2022624,2005-05-07
206,Parking,Alquiler,Barcelona,1231262,2005-07-10
79,Casa,Alquiler,Girona,352972,2005-11-06
81,Casa,Venta,Lleida,610416,2005-11-25
