Superficie,Referencia,Fecha Alta,Tipo,Operación,Provincia,Precio Venta,Fecha Venta,Vendedor
287,609,2004-08-11,Suelo,Venta,Lleida,1790880,2004-11-18,Pedro
127,610,2004-08-11,Local,Venta,Barcelona,1058545,2005-01-23,Joaquín
294,611,2004-08-11,Casa,Venta,Barcelona,2658936,2005-06-21,Luisa
225,613,2004-08-11,Industrial,Venta,Barcelona,1879200,2004-11-19,Pedro
241,614,2004-08-12,Casa,Alquiler,Barcelona,1085705,2005-01-28,Pedro
283,615,2004-08-12,Local,Venta,Lleida,1992320,2005-04-07,María
231,616,2004-08-12,Piso,Alquiler,Barcelona,1237929,2005-04-13,Luisa
172,617,2004-08-13,Piso,Venta,Lleida,1283980,2005-01-27,Carmen
223,621,2004-08-14,Industrial,Venta,Tarragona,2171128,2005-03-23,Carmen
123,622,2004-08-14,Piso,Venta,Barcelona,1116348,2005-06-29,Luisa
154,624,2004-08-15,Industrial,Venta,Tarragona,1122352,2005-05-11,Jesús
222,625,2004-08-15,Industrial,Alquiler,Girona,2171826,2005-01-12,Carmen
263,626,2004-08-16,Piso,Alquiler,Tarragona,2061131,2005-07-28,Joaquín
212,628,2004-08-16,Casa,Alquiler,Tarragona,1360828,2005-04-24,Jesús
249,629,2004-08-17,Piso,Venta,Girona,1427019,2004-12-04,Jesús
170,630,2004-08-17,Parking,Alquiler,Girona,1567060,2005-02-19,María
272,631,2004-08-17,Parking,Alquiler,Barcelona,1972816,2005-08-14,Carmen
201,632,2004-08-17,Piso,Venta,Girona,1816437,2005-05-10,Pedro
167,633,2004-08-17,Parking,Alquiler,Girona,1191044,2005-01-11,Luisa
283,634,2004-08-18,Piso,Alquiler,Tarragona,2576432,2005-05-13,María
181,636,2004-08-18,Piso,Alquiler,Tarragona,1161477,2005-05-07,María
277,639,2004-08-19,Piso,Alquiler,Girona,2646181,2005-07-04,Carmen
182,640,2004-08-19,Industrial,Alquiler,Tarragona,1243060,2005-07-16,María
249,641,2004-08-19,Oficina,Venta,Girona,2306238,2005-03-02,María
255,643,2004-08-20,Industrial,Alquiler,Lleida,2338095,2005-08-10,Carmen
164,644,2004-08-20,Industrial,Alquiler,Tarragona,1162104,2005-05-10,Pedro
227,645,2004-08-20,Industrial,Venta,Tarragona,1917696,2005-02-22,Joaquín
168,646,2004-08-20,Parking,Alquiler,Lleida,1192800,2005-07-14,Joaquín
267,648,2004-08-21,Oficina,Venta,Girona,1153173,2005-03-28,Pedro
207,651,2004-08-22,Piso,Venta,Girona,1015956,2005-06-17,Jesús
259,652,2004-08-22,Oficina,Alquiler,Girona,1080548,2004-12-31,María
207,654,2004-08-22,Oficina,Alquiler,Girona,1953873,2005-06-10,Luisa
293,655,2004-08-22,Oficina,Venta,Girona,2787016,2005-03-23,Luisa
252,656,2004-08-23,Oficina,Venta,Tarragona,1773072,2005-04-01,Luisa
284,657,2004-08-23,Casa,Venta,Lleida,1589832,2005-02-28,Luisa
286,658,2004-08-23,Parking,Venta,Tarragona,1442870,2005-08-09,Pedro
176,660,2004-08-23,Piso,Venta,Tarragona,1003552,2005-08-05,Carmen
278,661,2004-08-23,Local,Venta,Girona,1730550,2004-12-09,María
254,662,2004-08-24,Parking,Alquiler,Girona,1963166,2005-07-27,Joaquín
252,664,2004-08-24,Local,Alquiler,Girona,2057832,2005-03-14,Luisa
163,665,2004-08-25,Local,Alquiler,Girona,1520627,2005-04-20,Pedro
271,666,2004-08-26,Suelo,Venta,Lleida,1457980,2005-05-09,Luisa
195,668,2004-08-27,Parking,Venta,Barcelona,1513005,2005-01-21,Pedro
290,669,2004-08-27,Parking,Venta,Tarragona,1747830,2005-01-14,Luisa
289,670,2004-08-28,Industrial,Venta,Barcelona,2188597,2005-04-27,María
235,671,2004-08-28,Suelo,Alquiler,Barcelona,1277930,2005-04-07,Luisa
186,672,2004-08-28,Local,Alquiler,Tarragona,1225926,2005-05-16,Luisa
152,674,2004-08-29,Parking,Venta,Girona,1392168,2005-08-04,Pedro
225,678,2004-08-30,Industrial,Venta,Barcelona,1239300,2005-01-29,María
113,679,2004-08-30,Suelo,Venta,Tarragona,1074969,2005-04-16,Joaquín
249,680,2004-08-30,Piso,Alquiler,Tarragona,1029864,2005-05-06,Carmen
284,681,2004-08-30,Industrial,Alquiler,Tarragona,1166104,2005-04-08,Jesús
274,682,2004-08-30,Oficina,Venta,Lleida,1577692,2005-05-11,Joaquín
121,683,2004-08-30,Piso,Alquiler,Lleida,1049433,2005-06-07,Jesús
247,684,2004-08-31,Parking,Venta,Tarragona,2285244,2005-03-07,María
240,687,2004-09-01,Piso,Alquiler,Lleida,1214880,2005-04-09,Luisa
177,692,2004-09-02,Oficina,Venta,Lleida,1022883,2005-04-29,María
269,693,2004-09-03,Suelo,Venta,Barcelona,1722407,2004-12-21,Jesús
205,695,2004-09-03,Local,Venta,Lleida,1524585,2005-05-02,Pedro
256,696,2004-09-04,Suelo,Alquiler,Tarragona,1379328,2005-03-27,Luisa
163,697,2004-09-04,Local,Alquiler,Barcelona,1570016,2005-08-04,Carmen
299,700,2004-09-06,Local,Alquiler,Girona,1251315,2005-01-20,Luisa
225,701,2004-09-06,Casa,Venta,Girona,2023200,2004-12-27,Joaquín
295,702,2004-09-07,Piso,Alquiler,Girona,2553225,2005-01-14,Carmen
160,703,2004-09-07,Casa,Venta,Tarragona,1341120,2005-07-25,María
278,704,2004-09-08,Piso,Alquiler,Barcelona,2540364,2005-04-12,Carmen
271,705,2004-09-08,Oficina,Alquiler,Tarragona,1165842,2005-02-10,Luisa
258,706,2004-09-08,Piso,Alquiler,Girona,1501560,2005-01-05,Joaquín
215,707,2004-09-08,Industrial,Venta,Girona,1713120,2005-05-27,Carmen
158,708,2004-09-08,Industrial,Venta,Tarragona,1124012,2005-05-03,Pedro
210,709,2004-09-09,Casa,Alquiler,Tarragona,1181670,2005-07-13,Jesús
274,710,2004-09-09,Parking,Venta,Lleida,1291636,2005-05-24,María
289,711,2004-09-10,Casa,Venta,Tarragona,2114035,2004-12-14,Luisa
244,712,2004-09-10,Parking,Alquiler,Lleida,2280668,2005-07-16,María
235,714,2004-09-10,Casa,Alquiler,Lleida,2135210,2005-05-14,Pedro
206,716,2004-09-10,Oficina,Alquiler,Barcelona,1793848,2005-09-03,Luisa
283,719,2004-09-11,Oficina,Venta,Tarragona,1565839,2005-06-15,Pedro
226,720,2004-09-11,Casa,Venta,Tarragona,2216608,2005-07-09,Luisa
241,724,2004-09-12,Oficina,Alquiler,Barcelona,2085373,2005-07-07,Joaquín
112,726,2004-09-13,Parking,Venta,Girona,1081360,2005-05-03,María
195,727,2004-09-15,Suelo,Alquiler,Girona,1168440,2004-12-30,Luisa
197,729,2004-09-16,Casa,Alquiler,Lleida,1905187,2005-09-15,Pedro
284,730,2004-09-16,Parking,Alquiler,Tarragona,1830664,2005-01-02,Pedro
164,733,2004-09-17,Oficina,Alquiler,Girona,1225244,2005-08-07,Jesús
294,738,2004-09-19,Suelo,Alquiler,Lleida,1201578,2005-01-31,Luisa
250,739,2004-09-20,Piso,Venta,Barcelona,1527750,2005-02-10,Luisa
254,740,2004-09-21,Parking,Alquiler,Barcelona,2328418,2005-01-06,Joaquín
126,741,2004-09-21,Parking,Venta,Tarragona,1184274,2005-07-28,María
218,742,2004-09-22,Suelo,Venta,Barcelona,1330236,2004-12-27,Pedro
178,747,2004-09-22,Suelo,Alquiler,Barcelona,1355470,2004-12-24,María
228,748,2004-09-22,Industrial,Alquiler,Girona,2145480,2005-06-21,María
294,750,2004-09-23,Parking,Alquiler,Girona,1335936,2005-07-14,Carmen
182,752,2004-09-25,Local,Venta,Barcelona,1509872,2005-08-05,Luisa
251,754,2004-09-25,Piso,Alquiler,Tarragona,1206557,2005-05-20,María
235,755,2004-09-25,Oficina,Venta,Tarragona,2202655,2005-04-16,Pedro
272,758,2004-09-26,Piso,Venta,Barcelona,1535168,2005-07-26,Luisa
299,760,2004-09-26,Casa,Alquiler,Barcelona,1695330,2005-07-14,Joaquín
291,763,2004-09-27,Piso,Alquiler,Girona,2411808,2005-02-28,Joaquín
210,764,2004-09-27,Oficina,Alquiler,Girona,1122240,2005-08-27,Pedro
291,765,2004-09-28,Local,Alquiler,Girona,2354481,2005-01-26,Carmen
204,766,2004-09-29,Piso,Alquiler,Girona,1044480,2005-04-17,Jesús
231,768,2004-09-29,Piso,Venta,Girona,1213212,2005-06-24,Carmen
159,769,2004-10-02,Casa,Venta,Barcelona,1162131,2005-08-25,Pedro
185,770,2004-10-04,Oficina,Venta,Lleida,1343840,2005-04-17,Carmen
277,772,2004-10-04,Suelo,Venta,Barcelona,1363948,2005-01-02,Jesús
244,774,2004-10-05,Local,Alquiler,Tarragona,2332152,2005-06-05,Joaquín
204,775,2004-10-05,Local,Venta,Lleida,1606500,2005-07-25,Carmen
228,778,2004-10-06,Local,Alquiler,Barcelona,1554732,2005-08-17,Jesús
256,779,2004-10-06,Local,Alquiler,Tarragona,1877760,2005-04-14,María
185,780,2004-10-06,Local,Venta,Tarragona,1607280,2005-03-28,Carmen
158,781,2004-10-06,Suelo,Alquiler,Lleida,1217390,2005-04-27,Luisa
219,783,2004-10-06,Oficina,Alquiler,Girona,1455693,2005-01-28,Joaquín
228,785,2004-10-06,Casa,Alquiler,Barcelona,1685148,2005-10-05,Luisa
279,787,2004-10-06,Casa,Venta,Barcelona,2064879,2005-05-07,María
251,789,2004-10-07,Piso,Venta,Barcelona,1781849,2005-07-23,Luisa
292,792,2004-10-08,Piso,Venta,Tarragona,1565120,2005-10-02,Joaquín
277,794,2004-10-10,Oficina,Venta,Tarragona,1522946,2005-03-09,Joaquín
255,797,2004-10-11,Oficina,Venta,Barcelona,1442280,2005-05-04,Jesús
222,798,2004-10-11,Piso,Venta,Girona,1478742,2005-09-24,Jesús
278,799,2004-10-11,Suelo,Alquiler,Tarragona,2209822,2005-02-27,Jesús
159,801,2004-10-13,Local,Alquiler,Tarragona,1323198,2005-08-26,Jesús
114,802,2004-10-13,Suelo,Venta,Lleida,1106028,2005-02-27,María
163,803,2004-10-13,Local,Alquiler,Tarragona,1115409,2005-03-14,María
243,805,2004-10-14,Piso,Alquiler,Barcelona,1469178,2005-02-18,Pedro
259,807,2004-10-15,Suelo,Alquiler,Tarragona,1891736,2005-07-18,María
222,809,2004-10-15,Casa,Venta,Tarragona,1292484,2005-10-01,Pedro
214,811,2004-10-16,Industrial,Venta,Lleida,1805518,2005-08-30,Carmen
236,812,2004-10-16,Oficina,Venta,Tarragona,2208252,2005-04-21,Pedro
192,814,2004-10-17,Oficina,Alquiler,Barcelona,1627200,2005-01-27,Luisa
182,815,2004-10-17,Industrial,Venta,Tarragona,1690416,2005-09-04,Pedro
232,816,2004-10-18,Parking,Alquiler,Barcelona,2180104,2005-07-19,Joaquín
206,820,2004-10-19,Piso,Alquiler,Tarragona,1688170,2005-07-17,Jesús
161,821,2004-10-19,Parking,Venta,Girona,1392006,2005-07-12,María
259,822,2004-10-20,Industrial,Venta,Tarragona,1628333,2005-08-09,María
239,826,2004-10-21,Oficina,Alquiler,Girona,1709567,2005-06-10,Jesús
149,827,2004-10-22,Industrial,Venta,Tarragona,1391809,2005-08-06,Pedro
199,828,2004-10-23,Industrial,Alquiler,Barcelona,1278774,2005-04-06,Pedro
152,829,2004-10-23,Local,Venta,Lleida,1218888,2005-03-04,Joaquín
143,830,2004-10-24,Local,Venta,Lleida,1409551,2005-04-23,Jesús
212,833,2004-10-24,Oficina,Alquiler,Lleida,1968632,2005-10-23,Pedro
168,835,2004-10-25,Parking,Venta,Lleida,1276800,2005-07-25,Carmen
274,836,2004-10-25,Suelo,Venta,Tarragona,2124596,2005-02-21,Carmen
127,837,2004-10-27,Local,Venta,Girona,1021334,2005-05-21,Joaquín
109,839,2004-10-27,Local,Venta,Lleida,1029178,2005-07-13,Joaquín
114,840,2004-10-27,Parking,Alquiler,Girona,1040478,2005-04-29,Carmen
120,841,2004-10-27,Piso,Venta,Girona,1061160,2005-04-13,Luisa
175,843,2004-10-30,Casa,Venta,Barcelona,1712725,2005-03-12,Carmen
280,845,2004-10-31,Industrial,Venta,Tarragona,1485680,2005-10-23,Luisa
246,846,2004-10-31,Suelo,Alquiler,Tarragona,2214984,2005-09-22,Joaquín
223,848,2004-10-31,Oficina,Alquiler,Tarragona,1566129,2005-04-06,Jesús
120,849,2004-11-01,Casa,Venta,Tarragona,1003320,2005-07-18,Carmen
159,850,2004-11-01,Piso,Alquiler,Girona,1391091,2005-06-16,Carmen
157,851,2004-11-01,Casa,Alquiler,Girona,1032118,2005-06-16,Luisa
237,852,2004-11-02,Casa,Alquiler,Girona,1768020,2005-04-27,Luisa
246,853,2004-11-02,Piso,Venta,Tarragona,1708716,2005-03-16,Jesús
299,854,2004-11-02,Piso,Alquiler,Lleida,2430272,2005-03-26,Carmen
223,855,2004-11-03,Suelo,Venta,Girona,1650200,2005-08-28,Carmen
238,857,2004-11-03,Industrial,Venta,Girona,2379048,2005-09-08,María
251,858,2004-11-03,Oficina,Alquiler,Lleida,1821758,2005-06-11,Luisa
288,860,2004-11-03,Piso,Venta,Lleida,2242656,2005-02-11,Jesús
246,863,2004-11-06,Oficina,Alquiler,Barcelona,2328636,2005-03-10,Luisa
136,866,2004-11-07,Parking,Venta,Girona,1054544,2005-09-18,María
183,869,2004-11-07,Parking,Alquiler,Lleida,1082079,2005-09-07,Carmen
245,870,2004-11-08,Industrial,Venta,Tarragona,1951180,2005-04-06,Luisa
185,872,2004-11-09,Piso,Alquiler,Girona,1390460,2005-08-29,Jesús
295,873,2004-11-09,Industrial,Alquiler,Lleida,2923155,2005-05-06,Luisa
147,875,2004-11-09,Oficina,Alquiler,Girona,1259202,2005-05-03,Pedro
145,878,2004-11-10,Industrial,Alquiler,Barcelona,1372135,2005-04-18,Pedro
147,879,2004-11-10,Oficina,Venta,Lleida,1070307,2005-07-10,Pedro
272,880,2004-11-11,Parking,Alquiler,Lleida,1542784,2005-06-24,Joaquín
266,883,2004-11-11,Piso,Venta,Girona,1370964,2005-10-22,María
133,886,2004-11-12,Piso,Venta,Girona,1191281,2005-06-28,Joaquín
160,887,2004-11-13,Suelo,Alquiler,Barcelona,1356160,2005-11-08,Luisa
236,889,2004-11-13,Oficina,Alquiler,Lleida,1420012,2005-10-31,Pedro
165,890,2004-11-13,Oficina,Venta,Tarragona,1598520,2005-10-11,Pedro
255,891,2004-11-13,Casa,Venta,Girona,2543625,2005-08-29,Pedro
226,892,2004-11-14,Casa,Alquiler,Tarragona,2025638,2005-05-04,María
228,893,2004-11-14,Casa,Venta,Tarragona,1115604,2005-09-21,Pedro
229,895,2004-11-14,Industrial,Alquiler,Barcelona,1341024,2005-09-12,Jesús
226,896,2004-11-14,Piso,Alquiler,Tarragona,1340632,2005-09-24,Luisa
258,898,2004-11-15,Casa,Venta,Barcelona,2449452,2005-03-14,Jesús
136,900,2004-11-16,Casa,Alquiler,Barcelona,1072768,2005-04-02,Pedro
294,901,2004-11-16,Parking,Alquiler,Girona,1653456,2005-07-18,Pedro
294,902,2004-11-17,Oficina,Alquiler,Barcelona,2722146,2005-11-05,Joaquín
151,903,2004-11-17,Suelo,Alquiler,Tarragona,1029367,2005-05-05,Carmen
127,909,2004-11-18,Industrial,Venta,Tarragona,1204595,2005-04-15,Carmen
197,910,2004-11-19,Piso,Alquiler,Tarragona,1506853,2005-11-16,Jesús
135,911,2004-11-20,Local,Alquiler,Barcelona,1036665,2005-11-08,Pedro
200,912,2004-11-20,Suelo,Alquiler,Lleida,1967400,2005-08-30,Pedro
250,913,2004-11-20,Suelo,Alquiler,Lleida,1676500,2005-08-30,Pedro
285,915,2004-11-20,Oficina,Venta,Girona,1869885,2005-08-10,Jesús
155,916,2004-11-21,Piso,Alquiler,Lleida,1511095,2005-08-20,María
263,917,2004-11-21,Parking,Venta,Tarragona,1719757,2005-08-28,Pedro
197,918,2004-11-22,Industrial,Alquiler,Lleida,1662089,2005-06-29,Carmen
270,919,2004-11-22,Casa,Alquiler,Lleida,1311660,2005-10-11,María
137,920,2004-11-23,Industrial,Venta,Barcelona,1242042,2005-08-08,Luisa
163,921,2004-11-24,Suelo,Venta,Tarragona,1273030,2005-06-16,Luisa
217,922,2004-11-24,Oficina,Venta,Lleida,1238202,2005-05-11,Joaquín
257,923,2004-11-24,Suelo,Venta,Tarragona,1440742,2005-07-09,Carmen
283,924,2004-11-25,Parking,Alquiler,Girona,2213909,2005-05-10,Luisa
298,925,2004-11-25,Parking,Alquiler,Lleida,2039512,2005-10-11,Joaquín
298,926,2004-11-25,Suelo,Alquiler,Barcelona,2376550,2005-10-19,Luisa
283,928,2004-11-26,Industrial,Alquiler,Barcelona,1615647,2005-06-06,Joaquín
161,930,2004-11-27,Local,Venta,Tarragona,1604687,2005-03-05,Luisa
223,931,2004-11-27,Suelo,Venta,Lleida,2053384,2005-11-13,Carmen
228,934,2004-11-29,Casa,Alquiler,Girona,2212740,2005-10-10,Jesús
164,935,2004-11-30,Oficina,Alquiler,Lleida,1373008,2005-06-09,Pedro
276,937,2004-12-01,Industrial,Alquiler,Girona,1932552,2005-10-20,María
216,939,2004-12-01,Industrial,Alquiler,Girona,1962360,2005-05-17,Pedro
249,940,2004-12-02,Industrial,Venta,Barcelona,1662822,2005-07-11,Luisa
177,942,2004-12-02,Industrial,Alquiler,Tarragona,1485915,2005-04-29,Carmen
268,943,2004-12-03,Piso,Venta,Tarragona,1273000,2005-06-16,Carmen
243,946,2004-12-04,Piso,Venta,Girona,1447551,2005-09-13,Pedro
237,948,2004-12-05,Piso,Alquiler,Girona,1725597,2005-07-07,Pedro
206,949,2004-12-05,Parking,Alquiler,Barcelona,1241562,2005-07-27,María
233,950,2004-12-05,Piso,Venta,Girona,2153852,2005-03-11,Pedro
240,953,2004-12-07,Casa,Alquiler,Girona,1510320,2005-10-19,Carmen
200,955,2004-12-09,Suelo,Venta,Girona,1938400,2005-08-25,María
227,958,2004-12-10,Local,Alquiler,Tarragona,1071667,2005-05-26,Carmen
291,959,2004-12-10,Parking,Venta,Tarragona,1872876,2005-05-16,María
275,960,2004-12-10,Suelo,Venta,Girona,1732500,2005-07-10,Joaquín
174,962,2004-12-10,Oficina,Alquiler,Barcelona,1271592,2005-07-13,Joaquín
190,963,2004-12-11,Local,Venta,Lleida,1593720,2005-05-28,Pedro
185,964,2004-12-11,Suelo,Venta,Girona,1038590,2005-07-15,Luisa
213,966,2004-12-11,Piso,Alquiler,Lleida,1994532,2005-04-22,María
272,969,2004-12-14,Piso,Venta,Lleida,2581552,2005-10-22,Pedro
232,970,2004-12-14,Piso,Alquiler,Girona,1193408,2005-06-07,Luisa
200,971,2004-12-14,Piso,Venta,Lleida,1145600,2005-09-22,María
219,972,2004-12-14,Piso,Venta,Girona,1059303,2005-07-27,Joaquín
232,976,2004-12-16,Local,Alquiler,Barcelona,1236560,2005-11-20,Pedro
199,977,2004-12-16,Suelo,Alquiler,Barcelona,1494490,2005-04-04,Joaquín
278,981,2004-12-18,Local,Venta,Girona,2273762,2005-11-30,Pedro
212,982,2004-12-19,Casa,Alquiler,Barcelona,1588940,2005-08-29,Carmen
250,983,2004-12-19,Oficina,Alquiler,Barcelona,1127750,2005-04-04,Luisa
278,984,2004-12-19,Suelo,Alquiler,Lleida,1678286,2005-04-20,Jesús
270,985,2004-12-20,Piso,Alquiler,Barcelona,2427300,2005-09-06,Pedro
212,986,2004-12-20,Suelo,Alquiler,Lleida,1753240,2005-05-14,Joaquín
258,987,2004-12-21,Industrial,Venta,Lleida,1894752,2005-08-21,Carmen
225,988,2004-12-21,Casa,Alquiler,Tarragona,2000475,2005-07-12,Jesús
182,990,2004-12-21,Industrial,Venta,Barcelona,1717898,2005-04-24,Pedro
233,991,2004-12-21,Oficina,Venta,Barcelona,1870757,2005-10-13,Luisa
281,992,2004-12-22,Piso,Alquiler,Girona,2326118,2005-07-22,María
201,993,2004-12-22,Industrial,Venta,Tarragona,1911510,2005-06-23,Luisa
187,994,2004-12-22,Local,Venta,Girona,1346961,2005-12-20,Joaquín
180,995,2004-12-22,Oficina,Venta,Tarragona,1414800,2005-05-29,Joaquín
219,998,2004-12-23,Local,Venta,Girona,2101743,2005-07-30,Luisa
300,1000,2004-12-24,Parking,Venta,Lleida,2707200,2005-10-15,Luisa
250,1001,2004-12-25,Local,Venta,Barcelona,1368750,2005-06-07,Luisa
292,1002,2004-12-25,Piso,Alquiler,Barcelona,2677056,2005-07-22,María
159,1005,2004-12-26,Oficina,Alquiler,Girona,1437360,2005-06-12,Luisa
215,1006,2004-12-26,Suelo,Venta,Lleida,1706240,2005-04-25,Pedro
222,1009,2004-12-27,Piso,Alquiler,Tarragona,1266732,2005-06-23,Pedro
173,1012,2004-12-30,Oficina,Venta,Tarragona,1008071,2005-07-21,Jesús
191,1013,2004-12-31,Oficina,Venta,Barcelona,1657880,2005-09-06,Pedro
146,1014,2004-12-31,Casa,Venta,Barcelona,1457226,2005-11-05,María
168,1015,2004-12-31,Local,Alquiler,Barcelona,1508472,2005-12-03,Luisa
142,1016,2005-01-01,Parking,Alquiler,Barcelona,1276864,2005-10-24,María
217,1017,2005-01-01,Parking,Venta,Girona,2101862,2005-10-23,Carmen
269,1018,2005-01-01,Local,Alquiler,Barcelona,1360064,2005-08-17,Jesús
201,1020,2005-01-02,Industrial,Alquiler,Lleida,1176855,2005-10-07,María
237,1022,2005-01-03,Piso,Alquiler,Tarragona,1177653,2005-11-10,Joaquín
172,1024,2005-01-03,Piso,Alquiler,Barcelona,1615424,2005-11-19,Carmen
216,1025,2005-01-04,Industrial,Alquiler,Tarragona,2022624,2005-05-07,Jesús
206,1026,2005-01-04,Parking,Alquiler,Barcelona,1231262,2005-07-10,Luisa
269,1029,2005-01-05,Piso,Alquiler,Lleida,1089181,2005-07-25,Joaquín
221,1030,2005-01-05,Piso,Alquiler,Tarragona,1194505,2005-12-12,María
143,1031,2005-01-05,Industrial,Alquiler,Barcelona,1106677,2005-08-08,María
170,1032,2005-01-06,Industrial,Alquiler,Barcelona,1262250,2005-11-29,Luisa
171,1033,2005-01-06,Casa,Alquiler,Lleida,1236672,2005-06-07,Luisa
252,1035,2005-01-07,Industrial,Venta,Barcelona,2398788,2005-11-19,Jesús
180,1036,2005-01-07,Local,Venta,Lleida,1636560,2005-08-31,Luisa
271,1037,2005-01-08,Industrial,Venta,Lleida,2496723,2005-12-12,Jesús
264,1039,2005-01-09,Casa,Alquiler,Lleida,1441440,2005-10-28,Pedro
162,1040,2005-01-09,Local,Venta,Barcelona,1315440,2005-09-16,Jesús
286,1041,2005-01-09,Local,Alquiler,Tarragona,1732302,2005-08-26,Joaquín
186,1043,2005-01-11,Suelo,Alquiler,Tarragona,1844004,2005-06-19,Pedro
217,1044,2005-01-11,Piso,Alquiler,Tarragona,1603196,2005-12-11,Joaquín
260,1045,2005-01-11,Parking,Alquiler,Girona,2402920,2005-10-09,Joaquín
240,1046,2005-01-11,Suelo,Alquiler,Girona,1823280,2005-09-04,Luisa
279,1048,2005-01-12,Casa,Alquiler,Barcelona,2362572,2005-09-25,Luisa
246,1051,2005-01-12,Parking,Venta,Lleida,1940448,2005-10-08,Pedro
251,1054,2005-01-14,Oficina,Alquiler,Barcelona,2138771,2005-05-15,Carmen
149,1055,2005-01-14,Local,Alquiler,Lleida,1250408,2005-10-30,Pedro
221,1058,2005-01-15,Parking,Venta,Barcelona,1919827,2006-01-06,Joaquín
213,1063,2005-01-19,Oficina,Venta,Barcelona,1886541,2005-09-05,Jesús
200,1065,2005-01-19,Industrial,Alquiler,Lleida,1502800,2005-10-14,Joaquín
287,1066,2005-01-20,Suelo,Venta,Girona,2808008,2005-06-24,Pedro
221,1068,2005-01-21,Parking,Venta,Barcelona,1471197,2005-10-17,Joaquín
108,1069,2005-01-21,Local,Venta,Tarragona,1065744,2005-05-03,Pedro
232,1070,2005-01-21,Parking,Venta,Lleida,1162784,2005-08-23,Pedro
118,1071,2005-01-21,Parking,Venta,Girona,1134452,2005-04-27,Carmen
246,1073,2005-01-22,Oficina,Alquiler,Tarragona,2083866,2005-07-25,Luisa
293,1074,2005-01-22,Industrial,Alquiler,Lleida,2141830,2005-09-19,Joaquín
290,1075,2005-01-23,Parking,Alquiler,Barcelona,2275050,2005-09-20,Jesús
212,1077,2005-01-23,Local,Alquiler,Barcelona,1911604,2006-01-14,María
254,1078,2005-01-24,Oficina,Alquiler,Barcelona,1850644,2005-11-28,Carmen
287,1080,2005-01-24,Local,Alquiler,Lleida,2279354,2005-12-15,Joaquín
180,1081,2005-01-24,Piso,Alquiler,Barcelona,1128420,2005-10-13,Carmen
173,1082,2005-01-25,Oficina,Venta,Tarragona,1615128,2005-05-06,Carmen
210,1083,2005-01-25,Oficina,Alquiler,Tarragona,1332030,2006-01-02,Carmen
287,1084,2005-01-25,Parking,Alquiler,Girona,1370138,2005-05-03,Joaquín
260,1086,2005-01-25,Piso,Alquiler,Lleida,2546180,2005-05-23,Carmen
197,1087,2005-01-26,Parking,Alquiler,Tarragona,1199730,2006-01-13,Luisa
168,1089,2005-01-27,Industrial,Venta,Barcelona,1081248,2005-06-01,Carmen
253,1090,2005-01-28,Local,Alquiler,Barcelona,1816793,2005-10-22,Pedro
299,1092,2005-01-29,Piso,Alquiler,Tarragona,2130375,2005-10-28,Carmen
222,1093,2005-01-31,Parking,Alquiler,Girona,2209344,2005-09-09,Carmen
139,1094,2005-02-01,Piso,Venta,Barcelona,1187477,2005-05-31,Carmen
300,1095,2005-02-01,Local,Venta,Barcelona,1772700,2006-01-03,María
262,1098,2005-02-01,Suelo,Venta,Barcelona,1960808,2005-09-11,Pedro
243,1100,2005-02-02,Piso,Alquiler,Tarragona,1814238,2006-01-29,Jesús
268,1102,2005-02-02,Casa,Venta,Tarragona,1950772,2005-06-02,Joaquín
141,1106,2005-02-04,Oficina,Venta,Girona,1279434,2005-09-26,Carmen
199,1108,2005-02-05,Industrial,Alquiler,Lleida,1009328,2005-12-04,Pedro
286,1109,2005-02-05,Parking,Alquiler,Tarragona,2064634,2005-05-26,Carmen
210,1112,2005-02-06,Industrial,Alquiler,Barcelona,1602300,2005-06-26,Pedro
157,1113,2005-02-06,Parking,Venta,Tarragona,1323353,2005-07-25,Luisa
154,1117,2005-02-08,Casa,Alquiler,Girona,1037498,2005-09-20,Luisa
293,1118,2005-02-09,Parking,Alquiler,Lleida,2741308,2005-10-20,María
286,1119,2005-02-10,Local,Alquiler,Barcelona,1912482,2005-11-26,Pedro
180,1120,2005-02-10,Local,Venta,Girona,1707660,2005-07-28,Joaquín
176,1121,2005-02-10,Piso,Venta,Lleida,1592624,2005-05-20,Carmen
228,1122,2005-02-11,Piso,Venta,Girona,1339044,2005-12-14,Pedro
208,1124,2005-02-11,Piso,Venta,Girona,1215344,2005-05-27,Jesús
245,1125,2005-02-13,Casa,Alquiler,Tarragona,2287075,2006-01-31,Luisa
229,1128,2005-02-14,Parking,Venta,Barcelona,1859480,2006-01-06,Joaquín
257,1138,2005-02-16,Casa,Venta,Barcelona,1066550,2005-09-23,Carmen
140,1140,2005-02-16,Suelo,Venta,Tarragona,1318660,2005-10-16,Pedro
179,1141,2005-02-16,Parking,Venta,Lleida,1601334,2005-11-07,Jesús
230,1142,2005-02-16,Casa,Venta,Tarragona,1033850,2005-10-30,María
254,1143,2005-02-17,Suelo,Alquiler,Barcelona,1394206,2005-05-28,Carmen
256,1144,2005-02-17,Suelo,Alquiler,Barcelona,2176768,2006-02-13,Carmen
198,1146,2005-02-17,Oficina,Venta,Barcelona,1090782,2006-02-01,Joaquín
153,1147,2005-02-18,Industrial,Alquiler,Lleida,1519137,2005-06-20,Carmen
158,1151,2005-02-18,Local,Venta,Barcelona,1308398,2006-02-05,Carmen
