Superficie,Referencia,Fecha Alta,Tipo,Operación,Provincia,Precio Venta,Fecha Venta,Vendedor
254,740,2004-09-21,Parking,Alquiler,Barcelona,2328418,2005-01-06,Joaquín
228,748,2004-09-22,Industrial,Alquiler,Girona,2145480,2005-06-21,María
294,750,2004-09-23,Parking,Alquiler,Girona,1335936,2005-07-14,Carmen
132,751,2004-09-23,Parking,Venta,Girona,556116,2005-09-11,Luisa
182,752,2004-09-25,Local,Venta,Barcelona,1509872,2005-08-05,Luisa
235,755,2004-09-25,Oficina,Venta,Tarragona,2202655,2005-04-16,Pedro
272,758,2004-09-26,Piso,Venta,Barcelona,1535168,2005-07-26,Luisa
299,760,2004-09-26,Casa,Alquiler,Barcelona,1695330,2005-07-14,Joaquín
50,761,2004-09-26,Local,Venta,Girona,411700,2005-01-05,Carmen
291,763,2004-09-27,Piso,Alquiler,Girona,2411808,2005-02-28,Joaquín
210,764,2004-09-27,Oficina,Alquiler,Girona,1122240,2005-08-27,Pedro
291,765,2004-09-28,Local,Alquiler,Girona,2354481,2005-01-26,Carmen
204,766,2004-09-29,Piso,Alquiler,Girona,1044480,2005-04-17,Jesús
231,768,2004-09-29,Piso,Venta,Girona,1213212,2005-06-24,Carmen
44,771,2004-10-04,Industrial,Venta,Girona,223564,2005-09-26,Luisa
244,774,2004-10-05,Local,Alquiler,Tarragona,2332152,2005-06-05,Joaquín
204,775,2004-10-05,Local,Venta,Lleida,1606500,2005-07-25,Carmen
228,778,2004-10-06,Local,Alquiler,Barcelona,1554732,2005-08-17,Jesús
256,779,2004-10-06,Local,Alquiler,Tarragona,1877760,2005-04-14,María
185,780,2004-10-06,Local,Venta,Tarragona,1607280,2005-03-28,Carmen
74,782,2004-10-06,Suelo,Venta,Girona,299996,2005-09-02,María
219,783,2004-10-06,Oficina,Alquiler,Girona,1455693,2005-01-28,Joaquín
228,785,2004-10-06,Casa,Alquiler,Barcelona,1685148,2005-10-05,Luisa
279,787,2004-10-06,Casa,Venta,Barcelona,2064879,2005-05-07,María
92,788,2004-10-07,Casa,Venta,Girona,853852,2005-09-25,Carmen
251,789,2004-10-07,Piso,Venta,Barcelona,1781849,2005-07-23,Luisa
113,791,2004-10-08,Industrial,Venta,Girona,869196,2005-07-28,Jesús
292,792,2004-10-08,Piso,Venta,Tarragona,1565120,2005-10-02,Joaquín
277,794,2004-10-10,Oficina,Venta,Tarragona,1522946,2005-03-09,Joaquín
222,798,2004-10-11,Piso,Venta,Girona,1478742,2005-09-24,Jesús
278,799,2004-10-11,Suelo,Alquiler,Tarragona,2209822,2005-02-27,Jesús
114,804,2004-10-13,Industrial,Venta,Girona,580032,2005-03-28,Jesús
43,806,2004-10-14,Oficina,Venta,Girona,415552,2005-01-16,Luisa
259,807,2004-10-15,Suelo,Alquiler,Tarragona,1891736,2005-07-18,María
119,808,2004-10-15,Oficina,Alquiler,Girona,630224,2005-04-09,Joaquín
214,811,2004-10-16,Industrial,Venta,Lleida,1805518,2005-08-30,Carmen
236,812,2004-10-16,Oficina,Venta,Tarragona,2208252,2005-04-21,Pedro
138,813,2004-10-17,Casa,Venta,Girona,733470,2005-04-04,Pedro
192,814,2004-10-17,Oficina,Alquiler,Barcelona,1627200,2005-01-27,Luisa
182,815,2004-10-17,Industrial,Venta,Tarragona,1690416,2005-09-04,Pedro
232,816,2004-10-18,Parking,Alquiler,Barcelona,2180104,2005-07-19,Joaquín
206,820,2004-10-19,Piso,Alquiler,Tarragona,1688170,2005-07-17,Jesús
161,821,2004-10-19,Parking,Venta,Girona,1392006,2005-07-12,María
259,822,2004-10-20,Industrial,Venta,Tarragona,1628333,2005-08-09,María
60,824,2004-10-21,Piso,Alquiler,Girona,484560,2005-08-24,Jesús
239,826,2004-10-21,Oficina,Alquiler,Girona,1709567,2005-06-10,Jesús
115,831,2004-10-24,Parking,Venta,Girona,880900,2005-07-04,Carmen
212,833,2004-10-24,Oficina,Alquiler,Lleida,1968632,2005-10-23,Pedro
274,836,2004-10-25,Suelo,Venta,Tarragona,2124596,2005-02-21,Carmen
127,837,2004-10-27,Local,Venta,Girona,1021334,2005-05-21,Joaquín
62,838,2004-10-27,Piso,Alquiler,Girona,583110,2005-02-19,Joaquín
114,840,2004-10-27,Parking,Alquiler,Girona,1040478,2005-04-29,Carmen
120,841,2004-10-27,Piso,Venta,Girona,1061160,2005-04-13,Luisa
175,843,2004-10-30,Casa,Venta,Barcelona,1712725,2005-03-12,Carmen
246,846,2004-10-31,Suelo,Alquiler,Tarragona,2214984,2005-09-22,Joaquín
121,847,2004-10-31,Piso,Alquiler,Girona,731929,2005-06-27,Pedro
223,848,2004-10-31,Oficina,Alquiler,Tarragona,1566129,2005-04-06,Jesús
159,850,2004-11-01,Piso,Alquiler,Girona,1391091,2005-06-16,Carmen
157,851,2004-11-01,Casa,Alquiler,Girona,1032118,2005-06-16,Luisa
237,852,2004-11-02,Casa,Alquiler,Girona,1768020,2005-04-27,Luisa
246,853,2004-11-02,Piso,Venta,Tarragona,1708716,2005-03-16,Jesús
299,854,2004-11-02,Piso,Alquiler,Lleida,2430272,2005-03-26,Carmen
223,855,2004-11-03,Suelo,Venta,Girona,1650200,2005-08-28,Carmen
238,857,2004-11-03,Industrial,Venta,Girona,2379048,2005-09-08,María
251,858,2004-11-03,Oficina,Alquiler,Lleida,1821758,2005-06-11,Luisa
288,860,2004-11-03,Piso,Venta,Lleida,2242656,2005-02-11,Jesús
96,861,2004-11-03,Piso,Alquiler,Girona,891456,2005-07-28,Pedro
246,863,2004-11-06,Oficina,Alquiler,Barcelona,2328636,2005-03-10,Luisa
108,864,2004-11-06,Industrial,Venta,Girona,553608,2005-02-04,Luisa
110,865,2004-11-06,Parking,Alquiler,Girona,523160,2005-09-11,Joaquín
136,866,2004-11-07,Parking,Venta,Girona,1054544,2005-09-18,María
245,870,2004-11-08,Industrial,Venta,Tarragona,1951180,2005-04-06,Luisa
185,872,2004-11-09,Piso,Alquiler,Girona,1390460,2005-08-29,Jesús
295,873,2004-11-09,Industrial,Alquiler,Lleida,2923155,2005-05-06,Luisa
147,875,2004-11-09,Oficina,Alquiler,Girona,1259202,2005-05-03,Pedro
272,880,2004-11-11,Parking,Alquiler,Lleida,1542784,2005-06-24,Joaquín
266,883,2004-11-11,Piso,Venta,Girona,1370964,2005-10-22,María
125,884,2004-11-11,Piso,Venta,Girona,590875,2005-09-20,Carmen
133,886,2004-11-12,Piso,Venta,Girona,1191281,2005-06-28,Joaquín
165,890,2004-11-13,Oficina,Venta,Tarragona,1598520,2005-10-11,Pedro
255,891,2004-11-13,Casa,Venta,Girona,2543625,2005-08-29,Pedro
226,892,2004-11-14,Casa,Alquiler,Tarragona,2025638,2005-05-04,María
258,898,2004-11-15,Casa,Venta,Barcelona,2449452,2005-03-14,Jesús
294,901,2004-11-16,Parking,Alquiler,Girona,1653456,2005-07-18,Pedro
294,902,2004-11-17,Oficina,Alquiler,Barcelona,2722146,2005-11-05,Joaquín
116,905,2004-11-18,Local,Alquiler,Girona,479892,2005-11-11,Joaquín
134,908,2004-11-18,Parking,Venta,Girona,933444,2005-04-17,Pedro
197,910,2004-11-19,Piso,Alquiler,Tarragona,1506853,2005-11-16,Jesús
200,912,2004-11-20,Suelo,Alquiler,Lleida,1967400,2005-08-30,Pedro
250,913,2004-11-20,Suelo,Alquiler,Lleida,1676500,2005-08-30,Pedro
48,914,2004-11-20,Piso,Venta,Girona,366480,2005-09-19,Pedro
285,915,2004-11-20,Oficina,Venta,Girona,1869885,2005-08-10,Jesús
155,916,2004-11-21,Piso,Alquiler,Lleida,1511095,2005-08-20,María
263,917,2004-11-21,Parking,Venta,Tarragona,1719757,2005-08-28,Pedro
197,918,2004-11-22,Industrial,Alquiler,Lleida,1662089,2005-06-29,Carmen
283,924,2004-11-25,Parking,Alquiler,Girona,2213909,2005-05-10,Luisa
298,925,2004-11-25,Parking,Alquiler,Lleida,2039512,2005-10-11,Joaquín
298,926,2004-11-25,Suelo,Alquiler,Barcelona,2376550,2005-10-19,Luisa
283,928,2004-11-26,Industrial,Alquiler,Barcelona,1615647,2005-06-06,Joaquín
161,930,2004-11-27,Local,Venta,Tarragona,1604687,2005-03-05,Luisa
223,931,2004-11-27,Suelo,Venta,Lleida,2053384,2005-11-13,Carmen
228,934,2004-11-29,Casa,Alquiler,Girona,2212740,2005-10-10,Jesús
116,936,2004-12-01,Parking,Alquiler,Girona,573040,2005-11-01,María
276,937,2004-12-01,Industrial,Alquiler,Girona,1932552,2005-10-20,María
216,939,2004-12-01,Industrial,Alquiler,Girona,1962360,2005-05-17,Pedro
249,940,2004-12-02,Industrial,Venta,Barcelona,1662822,2005-07-11,Luisa
66,944,2004-12-03,Piso,Alquiler,Girona,558030,2005-12-01,Carmen
243,946,2004-12-04,Piso,Venta,Girona,1447551,2005-09-13,Pedro
237,948,2004-12-05,Piso,Alquiler,Girona,1725597,2005-07-07,Pedro
233,950,2004-12-05,Piso,Venta,Girona,2153852,2005-03-11,Pedro
240,953,2004-12-07,Casa,Alquiler,Girona,1510320,2005-10-19,Carmen
200,955,2004-12-09,Suelo,Venta,Girona,1938400,2005-08-25,María
291,959,2004-12-10,Parking,Venta,Tarragona,1872876,2005-05-16,María
275,960,2004-12-10,Suelo,Venta,Girona,1732500,2005-07-10,Joaquín
96,961,2004-12-10,Parking,Alquiler,Girona,535584,2005-10-22,Carmen
190,963,2004-12-11,Local,Venta,Lleida,1593720,2005-05-28,Pedro
185,964,2004-12-11,Suelo,Venta,Girona,1038590,2005-07-15,Luisa
56,965,2004-12-11,Industrial,Venta,Girona,525616,2005-08-15,Joaquín
213,966,2004-12-11,Piso,Alquiler,Lleida,1994532,2005-04-22,María
175,967,2004-12-12,Piso,Venta,Girona,722925,2005-03-18,Carmen
272,969,2004-12-14,Piso,Venta,Lleida,2581552,2005-10-22,Pedro
232,970,2004-12-14,Piso,Alquiler,Girona,1193408,2005-06-07,Luisa
219,972,2004-12-14,Piso,Venta,Girona,1059303,2005-07-27,Joaquín
278,981,2004-12-18,Local,Venta,Girona,2273762,2005-11-30,Pedro
212,982,2004-12-19,Casa,Alquiler,Barcelona,1588940,2005-08-29,Carmen
278,984,2004-12-19,Suelo,Alquiler,Lleida,1678286,2005-04-20,Jesús
270,985,2004-12-20,Piso,Alquiler,Barcelona,2427300,2005-09-06,Pedro
212,986,2004-12-20,Suelo,Alquiler,Lleida,1753240,2005-05-14,Joaquín
258,987,2004-12-21,Industrial,Venta,Lleida,1894752,2005-08-21,Carmen
225,988,2004-12-21,Casa,Alquiler,Tarragona,2000475,2005-07-12,Jesús
182,990,2004-12-21,Industrial,Venta,Barcelona,1717898,2005-04-24,Pedro
233,991,2004-12-21,Oficina,Venta,Barcelona,1870757,2005-10-13,Luisa
281,992,2004-12-22,Piso,Alquiler,Girona,2326118,2005-07-22,María
201,993,2004-12-22,Industrial,Venta,Tarragona,1911510,2005-06-23,Luisa
187,994,2004-12-22,Local,Venta,Girona,1346961,2005-12-20,Joaquín
88,996,2004-12-23,Parking,Alquiler,Girona,690184,2005-05-29,Carmen
66,997,2004-12-23,Industrial,Alquiler,Girona,448932,2005-09-01,Pedro
219,998,2004-12-23,Local,Venta,Girona,2101743,2005-07-30,Luisa
67,999,2004-12-23,Industrial,Venta,Girona,430743,2005-06-06,Pedro
300,1000,2004-12-24,Parking,Venta,Lleida,2707200,2005-10-15,Luisa
292,1002,2004-12-25,Piso,Alquiler,Barcelona,2677056,2005-07-22,María
159,1005,2004-12-26,Oficina,Alquiler,Girona,1437360,2005-06-12,Luisa
215,1006,2004-12-26,Suelo,Venta,Lleida,1706240,2005-04-25,Pedro
211,1010,2004-12-27,Parking,Venta,Girona,945702,2005-12-04,Luisa
191,1013,2004-12-31,Oficina,Venta,Barcelona,1657880,2005-09-06,Pedro
168,1015,2004-12-31,Local,Alquiler,Barcelona,1508472,2005-12-03,Luisa
217,1017,2005-01-01,Parking,Venta,Girona,2101862,2005-10-23,Carmen
86,1021,2005-01-02,Suelo,Alquiler,Girona,452962,2005-10-24,Joaquín
105,1023,2005-01-03,Oficina,Venta,Girona,889980,2005-10-16,Pedro
172,1024,2005-01-03,Piso,Alquiler,Barcelona,1615424,2005-11-19,Carmen
216,1025,2005-01-04,Industrial,Alquiler,Tarragona,2022624,2005-05-07,Jesús
79,1027,2005-01-04,Casa,Alquiler,Girona,352972,2005-11-06,Joaquín
153,1034,2005-01-06,Industrial,Alquiler,Girona,923355,2005-07-07,Luisa
252,1035,2005-01-07,Industrial,Venta,Barcelona,2398788,2005-11-19,Jesús
180,1036,2005-01-07,Local,Venta,Lleida,1636560,2005-08-31,Luisa
271,1037,2005-01-08,Industrial,Venta,Lleida,2496723,2005-12-12,Jesús
59,1038,2005-01-08,Piso,Alquiler,Girona,325326,2005-04-09,Carmen
286,1041,2005-01-09,Local,Alquiler,Tarragona,1732302,2005-08-26,Joaquín
186,1043,2005-01-11,Suelo,Alquiler,Tarragona,1844004,2005-06-19,Pedro
217,1044,2005-01-11,Piso,Alquiler,Tarragona,1603196,2005-12-11,Joaquín
260,1045,2005-01-11,Parking,Alquiler,Girona,2402920,2005-10-09,Joaquín
240,1046,2005-01-11,Suelo,Alquiler,Girona,1823280,2005-09-04,Luisa
279,1048,2005-01-12,Casa,Alquiler,Barcelona,2362572,2005-09-25,Luisa
246,1051,2005-01-12,Parking,Venta,Lleida,1940448,2005-10-08,Pedro
75,1052,2005-01-12,Casa,Venta,Girona,624600,2005-12-12,María
42,1053,2005-01-13,Industrial,Venta,Girona,224280,2005-07-10,María
251,1054,2005-01-14,Oficina,Alquiler,Barcelona,2138771,2005-05-15,Carmen
45,1056,2005-01-15,Suelo,Alquiler,Girona,300105,2005-06-02,Carmen
221,1058,2005-01-15,Parking,Venta,Barcelona,1919827,2006-01-06,Joaquín
133,1059,2005-01-16,Oficina,Venta,Girona,573230,2005-09-20,Jesús
213,1063,2005-01-19,Oficina,Venta,Barcelona,1886541,2005-09-05,Jesús
80,1064,2005-01-19,Piso,Alquiler,Girona,607200,2005-11-20,Carmen
200,1065,2005-01-19,Industrial,Alquiler,Lleida,1502800,2005-10-14,Joaquín
287,1066,2005-01-20,Suelo,Venta,Girona,2808008,2005-06-24,Pedro
118,1071,2005-01-21,Parking,Venta,Girona,1134452,2005-04-27,Carmen
132,1072,2005-01-22,Piso,Alquiler,Girona,592152,2005-04-23,Carmen
246,1073,2005-01-22,Oficina,Alquiler,Tarragona,2083866,2005-07-25,Luisa
293,1074,2005-01-22,Industrial,Alquiler,Lleida,2141830,2005-09-19,Joaquín
290,1075,2005-01-23,Parking,Alquiler,Barcelona,2275050,2005-09-20,Jesús
212,1077,2005-01-23,Local,Alquiler,Barcelona,1911604,2006-01-14,María
254,1078,2005-01-24,Oficina,Alquiler,Barcelona,1850644,2005-11-28,Carmen
91,1079,2005-01-24,Oficina,Venta,Girona,777686,2005-10-19,Luisa
287,1080,2005-01-24,Local,Alquiler,Lleida,2279354,2005-12-15,Joaquín
173,1082,2005-01-25,Oficina,Venta,Tarragona,1615128,2005-05-06,Carmen
287,1084,2005-01-25,Parking,Alquiler,Girona,1370138,2005-05-03,Joaquín
260,1086,2005-01-25,Piso,Alquiler,Lleida,2546180,2005-05-23,Carmen
253,1090,2005-01-28,Local,Alquiler,Barcelona,1816793,2005-10-22,Pedro
299,1092,2005-01-29,Piso,Alquiler,Tarragona,2130375,2005-10-28,Carmen
222,1093,2005-01-31,Parking,Alquiler,Girona,2209344,2005-09-09,Carmen
300,1095,2005-02-01,Local,Venta,Barcelona,1772700,2006-01-03,María
64,1096,2005-02-01,Local,Venta,Girona,539392,2005-08-03,Pedro
262,1098,2005-02-01,Suelo,Venta,Barcelona,1960808,2005-09-11,Pedro
82,1099,2005-02-02,Industrial,Alquiler,Girona,621314,2005-09-07,Luisa
243,1100,2005-02-02,Piso,Alquiler,Tarragona,1814238,2006-01-29,Jesús
268,1102,2005-02-02,Casa,Venta,Tarragona,1950772,2005-06-02,Joaquín
141,1106,2005-02-04,Oficina,Venta,Girona,1279434,2005-09-26,Carmen
286,1109,2005-02-05,Parking,Alquiler,Tarragona,2064634,2005-05-26,Carmen
210,1112,2005-02-06,Industrial,Alquiler,Barcelona,1602300,2005-06-26,Pedro
76,1114,2005-02-07,Industrial,Venta,Girona,499244,2005-07-04,Luisa
154,1117,2005-02-08,Casa,Alquiler,Girona,1037498,2005-09-20,Luisa
293,1118,2005-02-09,Parking,Alquiler,Lleida,2741308,2005-10-20,María
286,1119,2005-02-10,Local,Alquiler,Barcelona,1912482,2005-11-26,Pedro
180,1120,2005-02-10,Local,Venta,Girona,1707660,2005-07-28,Joaquín
176,1121,2005-02-10,Piso,Venta,Lleida,1592624,2005-05-20,Carmen
228,1122,2005-02-11,Piso,Venta,Girona,1339044,2005-12-14,Pedro
157,1123,2005-02-11,Oficina,Venta,Girona,879357,2005-05-17,Joaquín
208,1124,2005-02-11,Piso,Venta,Girona,1215344,2005-05-27,Jesús
245,1125,2005-02-13,Casa,Alquiler,Tarragona,2287075,2006-01-31,Luisa
229,1128,2005-02-14,Parking,Venta,Barcelona,1859480,2006-01-06,Joaquín
119,1129,2005-02-14,Oficina,Alquiler,Girona,899640,2005-12-12,Pedro
96,1139,2005-02-16,Industrial,Venta,Girona,742176,2005-12-15,Pedro
179,1141,2005-02-16,Parking,Venta,Lleida,1601334,2005-11-07,Jesús
256,1144,2005-02-17,Suelo,Alquiler,Barcelona,2176768,2006-02-13,Carmen
153,1147,2005-02-18,Industrial,Alquiler,Lleida,1519137,2005-06-20,Carmen
224,1152,2005-02-19,Local,Venta,Girona,1966272,2005-12-02,Pedro
272,1153,2005-02-19,Suelo,Venta,Lleida,2021232,2005-10-16,Jesús
292,1154,2005-02-20,Piso,Alquiler,Barcelona,2865688,2005-08-21,Carmen
254,1157,2005-02-20,Local,Venta,Girona,1614170,2006-01-18,María
298,1158,2005-02-20,Oficina,Venta,Barcelona,2436448,2005-08-13,Carmen
214,1159,2005-02-20,Industrial,Venta,Tarragona,1823708,2005-09-16,Joaquín
276,1160,2005-02-21,Industrial,Venta,Barcelona,2148384,2005-10-12,Jesús
197,1161,2005-02-22,Suelo,Venta,Lleida,1594715,2006-01-15,Luisa
214,1165,2005-02-23,Suelo,Alquiler,Lleida,1665134,2005-10-21,Pedro
227,1166,2005-02-23,Piso,Alquiler,Lleida,1820540,2005-10-12,Luisa
206,1168,2005-02-24,Piso,Venta,Girona,1136502,2006-01-22,Pedro
188,1172,2005-02-24,Oficina,Venta,Girona,1697640,2005-08-04,Luisa
62,1175,2005-02-26,Local,Alquiler,Girona,484592,2005-10-09,María
177,1182,2005-03-01,Suelo,Venta,Girona,1203246,2006-02-20,Carmen
45,1183,2005-03-01,Parking,Alquiler,Girona,360540,2005-09-02,María
151,1186,2005-03-03,Casa,Alquiler,Girona,756208,2006-02-13,Luisa
50,1187,2005-03-03,Industrial,Alquiler,Girona,442300,2005-06-30,María
93,1188,2005-03-03,Parking,Alquiler,Girona,375813,2005-07-12,Pedro
153,1190,2005-03-03,Parking,Venta,Girona,1401633,2005-09-14,Carmen
235,1192,2005-03-04,Casa,Alquiler,Girona,2055310,2006-01-03,Jesús
92,1195,2005-03-04,Piso,Alquiler,Girona,743360,2005-08-11,Pedro
124,1196,2005-03-05,Suelo,Venta,Girona,614048,2005-07-13,Joaquín
255,1204,2005-03-07,Oficina,Venta,Barcelona,2151435,2005-08-26,Pedro
213,1205,2005-03-07,Local,Venta,Barcelona,2105079,2005-07-25,Joaquín
250,1207,2005-03-07,Oficina,Venta,Tarragona,1531000,2006-02-09,Joaquín
236,1208,2005-03-08,Suelo,Alquiler,Girona,1449512,2006-02-05,Joaquín
91,1209,2005-03-08,Piso,Alquiler,Girona,395850,2005-12-10,Carmen
247,1210,2005-03-09,Suelo,Alquiler,Lleida,1504477,2006-01-03,Jesús
145,1214,2005-03-10,Casa,Alquiler,Girona,655690,2005-06-08,María
281,1216,2005-03-10,Piso,Alquiler,Lleida,2688046,2005-10-24,Luisa
184,1217,2005-03-11,Casa,Venta,Barcelona,1830800,2006-01-25,Pedro
241,1218,2005-03-11,Piso,Venta,Girona,1729416,2005-09-18,Carmen
251,1219,2005-03-11,Suelo,Venta,Barcelona,2234653,2005-08-01,Luisa
269,1221,2005-03-12,Local,Alquiler,Barcelona,2032295,2005-11-27,Joaquín
181,1223,2005-03-12,Parking,Venta,Girona,1805475,2005-06-10,María
164,1225,2005-03-14,Parking,Venta,Girona,785068,2006-01-22,Jesús
164,1227,2005-03-14,Industrial,Alquiler,Girona,1526840,2005-10-20,María
268,1230,2005-03-15,Suelo,Venta,Girona,2422720,2005-11-27,Carmen
233,1235,2005-03-18,Piso,Venta,Lleida,1673173,2005-06-28,Joaquín
192,1238,2005-03-19,Casa,Venta,Girona,820608,2005-07-28,Luisa
285,1240,2005-03-19,Industrial,Alquiler,Lleida,2562435,2005-06-20,Carmen
100,1242,2005-03-20,Piso,Alquiler,Girona,484200,2005-09-30,Pedro
52,1243,2005-03-20,Industrial,Alquiler,Girona,269516,2005-08-21,Carmen
276,1245,2005-03-20,Parking,Venta,Girona,1477428,2005-11-23,María
268,1247,2005-03-22,Industrial,Venta,Barcelona,1557884,2005-12-09,Luisa
163,1250,2005-03-23,Piso,Venta,Girona,1362843,2006-01-31,Luisa
40,1255,2005-03-24,Casa,Venta,Girona,354360,2005-10-16,Carmen
168,1256,2005-03-24,Piso,Venta,Girona,1620192,2005-10-09,María
117,1257,2005-03-25,Parking,Venta,Girona,1149525,2006-02-27,Pedro
186,1264,2005-03-28,Oficina,Alquiler,Tarragona,1843074,2005-10-04,Pedro
167,1268,2005-03-30,Industrial,Alquiler,Girona,1191044,2006-03-30,Joaquín
196,1271,2005-03-30,Parking,Venta,Tarragona,1730876,2005-07-12,Luisa
216,1272,2005-03-30,Suelo,Alquiler,Girona,1500984,2005-10-23,Joaquín
283,1273,2005-03-31,Piso,Venta,Girona,1599233,2005-11-04,Pedro
189,1274,2005-03-31,Piso,Venta,Lleida,1821771,2005-07-09,Pedro
278,1275,2005-04-01,Piso,Alquiler,Tarragona,1754180,2005-12-03,Luisa
222,1276,2005-04-02,Industrial,Alquiler,Lleida,1617270,2005-12-04,Luisa
285,1277,2005-04-02,Industrial,Alquiler,Lleida,2232690,2006-01-29,María
285,1280,2005-04-03,Industrial,Alquiler,Lleida,1938000,2005-09-26,Joaquín
176,1281,2005-04-04,Piso,Venta,Girona,1004608,2006-01-06,Jesús
179,1283,2005-04-04,Local,Alquiler,Girona,812660,2005-10-31,Jesús
72,1285,2005-04-05,Piso,Alquiler,Girona,682344,2005-08-26,Pedro
297,1286,2005-04-05,Parking,Alquiler,Girona,2872287,2005-09-16,Luisa
194,1287,2005-04-05,Suelo,Venta,Barcelona,1612334,2005-09-21,Jesús
244,1288,2005-04-05,Casa,Alquiler,Tarragona,2413648,2006-01-06,María
259,1289,2005-04-05,Casa,Alquiler,Tarragona,1857807,2005-11-07,Luisa
175,1290,2005-04-05,Casa,Alquiler,Lleida,1560125,2005-07-21,Luisa
170,1292,2005-04-06,Industrial,Alquiler,Lleida,1566720,2005-09-02,Pedro
230,1293,2005-04-06,Industrial,Venta,Tarragona,1806650,2005-11-30,Pedro
214,1295,2005-04-07,Oficina,Alquiler,Girona,899228,2005-12-24,Luisa
230,1297,2005-04-07,Industrial,Venta,Girona,1751450,2005-07-07,Jesús
290,1299,2005-04-09,Local,Venta,Girona,1702590,2006-04-09,Pedro
299,1301,2005-04-10,Suelo,Venta,Tarragona,2531334,2005-12-18,Carmen
288,1302,2005-04-11,Casa,Venta,Girona,2371392,2005-11-17,Luisa
274,1306,2005-04-14,Casa,Venta,Barcelona,2229812,2005-08-26,María
264,1307,2005-04-15,Industrial,Venta,Girona,2589312,2005-07-20,Pedro
267,1310,2005-04-15,Casa,Alquiler,Lleida,1517628,2006-02-14,Carmen
185,1311,2005-04-15,Casa,Alquiler,Girona,1059680,2005-07-14,Pedro
180,1312,2005-04-16,Oficina,Venta,Girona,1523880,2005-11-11,Jesús
223,1316,2005-04-17,Piso,Alquiler,Barcelona,1795819,2005-08-30,Luisa
275,1318,2005-04-17,Casa,Alquiler,Tarragona,1543850,2005-12-21,María
281,1319,2005-04-18,Casa,Alquiler,Lleida,1727588,2006-04-07,Luisa
164,1320,2005-04-18,Piso,Alquiler,Girona,841484,2006-04-07,María
271,1321,2005-04-18,Local,Alquiler,Girona,2478566,2005-07-21,Pedro
245,1322,2005-04-18,Local,Venta,Lleida,2396835,2005-08-18,Joaquín
48,1324,2005-04-19,Oficina,Venta,Girona,454416,2005-09-25,Pedro
273,1328,2005-04-20,Parking,Alquiler,Barcelona,2306031,2005-09-25,Carmen
182,1329,2005-04-20,Oficina,Venta,Girona,1367366,2005-07-21,Carmen
263,1330,2005-04-20,Casa,Alquiler,Lleida,2094795,2006-02-12,Carmen
281,1332,2005-04-21,Parking,Alquiler,Tarragona,1619122,2005-09-26,Luisa
266,1336,2005-04-22,Industrial,Alquiler,Tarragona,2583126,2005-12-02,Pedro
69,1337,2005-04-23,Local,Alquiler,Girona,493971,2005-09-05,María
40,1338,2005-04-24,Oficina,Venta,Girona,163920,2006-04-09,Carmen
132,1341,2005-04-25,Local,Venta,Girona,1007688,2005-12-26,Luisa
194,1342,2005-04-25,Parking,Venta,Barcelona,1698664,2006-03-20,Carmen
269,1343,2005-04-25,Suelo,Alquiler,Barcelona,2292149,2006-01-22,Carmen
285,1344,2005-04-25,Parking,Venta,Tarragona,1500240,2005-08-20,Carmen
201,1348,2005-04-26,Casa,Venta,Lleida,1850004,2006-01-15,Joaquín
98,1350,2005-04-26,Suelo,Alquiler,Girona,425712,2006-03-23,Pedro
189,1352,2005-04-27,Piso,Venta,Girona,1064637,2005-11-29,Jesús
269,1353,2005-04-27,Industrial,Alquiler,Barcelona,1702501,2005-12-10,Luisa
242,1354,2005-04-28,Industrial,Venta,Barcelona,2418064,2005-10-24,Jesús
285,1357,2005-04-28,Local,Venta,Lleida,1827420,2006-02-06,Luisa
274,1358,2005-04-29,Local,Venta,Tarragona,2474494,2006-03-25,Carmen
157,1363,2005-04-30,Casa,Venta,Girona,729579,2006-01-01,Joaquín
65,1365,2005-05-01,Casa,Venta,Girona,350155,2005-11-14,María
81,1367,2005-05-02,Suelo,Alquiler,Girona,567486,2006-01-26,María
286,1372,2005-05-04,Industrial,Venta,Barcelona,2633774,2005-09-01,Carmen
224,1373,2005-05-04,Suelo,Venta,Lleida,2211328,2006-02-23,Pedro
175,1375,2005-05-04,Casa,Venta,Girona,1363950,2005-09-11,Jesús
186,1378,2005-05-05,Oficina,Alquiler,Tarragona,1543428,2005-08-25,Pedro
192,1380,2005-05-06,Industrial,Venta,Girona,958464,2005-08-13,Jesús
167,1383,2005-05-06,Industrial,Venta,Girona,814793,2006-02-27,Luisa
258,1385,2005-05-08,Parking,Venta,Barcelona,2066064,2005-11-25,María
270,1388,2005-05-08,Casa,Venta,Girona,2288520,2005-11-02,Joaquín
203,1389,2005-05-08,Parking,Venta,Girona,1892772,2006-03-26,María
160,1391,2005-05-09,Industrial,Alquiler,Girona,804640,2006-04-03,Carmen
235,1392,2005-05-09,Suelo,Alquiler,Girona,1046925,2005-12-05,Carmen
254,1394,2005-05-09,Casa,Venta,Barcelona,2011934,2006-03-04,Jesús
252,1395,2005-05-10,Local,Venta,Girona,1923264,2005-09-21,Carmen
223,1397,2005-05-10,Local,Alquiler,Lleida,1623217,2005-08-12,Luisa
166,1399,2005-05-11,Oficina,Venta,Girona,804768,2005-12-04,María
190,1400,2005-05-13,Suelo,Venta,Lleida,1670100,2005-11-10,María
280,1401,2005-05-13,Casa,Venta,Barcelona,2349200,2006-04-13,Pedro
